Gene	nascentRNA	PCNA	log2ratio
APEX1	548.4950495049505	191.35643564356437	1.5192161773846318
APEX1	523.8205128205128	200.07051282051282	1.38856400391906
APEX1	359.1437125748503	182.92215568862275	0.97333143276528
APEX1	369.6302521008403	168.2268907563025	1.13567450168954
APEX1	525.9936305732484	195.19108280254778	1.4301581838877637
APEX1	519.8150684931506	196.03424657534248	1.4068927448104531
APEX1	358.0078125	159.859375	1.1631877166660318
APEX1	594.0878378378378	204.0608108108108	1.5416771097321573
APEX1	621.6583333333333	210.125	1.5648740659800418
APEX1	363.83916083916085	159.30769230769232	1.1914849016013804
APEX1	557.8962264150944	179.0	1.640037205605291
APEX1	408.3695652173913	174.40579710144928	1.2274273548204355
APEX1	365.46153846153845	160.29807692307693	1.1889624657391988
APEX1	502.75206611570246	175.900826446281	1.5150848443253881
APEX1	388.5839416058394	176.1970802919708	1.1410362641809475
APEX1	527.5414847161572	193.13973799126637	1.4496395231590027
APEX1	378.1136363636364	157.93939393939394	1.259448820462638
APEX1	566.433628318584	193.24778761061947	1.5514550210039117
APEX1	463.15942028985506	171.30434782608697	1.4349470886338347
APEX1	574.4444444444445	197.47058823529412	1.540529583312774
APEX1	397.8811881188119	167.21782178217822	1.2506090742896834
APEX1	501.9009900990099	183.25742574257427	1.4535311333609409
APEX1	424.4539877300613	184.79754601226995	1.199662570300916
APEX1	437.9430894308943	169.130081300813	1.3726101254191332
APEX1	514.453781512605	191.25210084033614	1.427565875917047
APEX1	386.9925925925926	163.65925925925927	1.2416107248246429
APEX1	456.9793103448276	180.2344827586207	1.342253792651694
APEX1	428.81081081081084	171.13513513513513	1.325205293512127
APEX1	392.0621761658031	175.21761658031087	1.1619346334572322
APEX1	495.13084112149534	178.05607476635515	1.4754781586989922
APEX1	452.74074074074076	174.97222222222223	1.3715592314292548
APEX1	530.6796116504854	188.10679611650485	1.4962891494742447
APEX1	433.9318181818182	171.25757575757575	1.3413005674780973
APEX1	405.69483568075117	186.00469483568074	1.1250559017647601
APEX1	515.2038834951456	189.8252427184466	1.4404716153550818
APEX1	563.1860465116279	188.12403100775194	1.5819274393940836
APEX1	468.1454545454545	181.5818181818182	1.3663370976482911
APEX1	449.69827586206895	172.95689655172413	1.3785448112909573
APEX1	432.6949152542373	181.9406779661017	1.2498820330690927
APEX1	442.77966101694915	185.909604519774	1.2519876486304358
APEX1	534.3904761904762	188.63333333333333	1.5023096598938686
APEX1	592.4581497797357	306.74449339207047	0.9496758029397548
APEX1	478.1132075471698	200.45283018867926	1.2540894726812468
APEX1	497.66346153846155	193.19230769230768	1.365132816447704
APEX1	386.43518518518516	175.58333333333334	1.1380705501927761
APEX1	553.495238095238	182.33333333333334	1.6019925727753053
APEX1	578.8595041322315	206.07438016528926	1.4900480764978303
APEX1	462.74285714285713	188.15238095238095	1.2983091750191695
APEX1	580.2173913043479	199.8521739130435	1.53766027328682
APEX1	539.9030303030303	205.61818181818182	1.3927324735007207
APEX1	407.0873786407767	181.93203883495147	1.16193886403537
APEX1	552.6917808219179	197.7123287671233	1.4830723219876096
APEX1	459.12931034482756	176.31034482758622	1.3807834093790212
APEX1	475.8320610687023	178.05343511450383	1.4181422130130574
APEX1	500.79527559055117	185.71653543307087	1.4311186796197901
APEX1	482.12295081967216	196.4262295081967	1.2954135181134687
APEX1	480.2056074766355	200.09345794392524	1.2629782512674559
APEX1	468.25	166.41964285714286	1.4924532666378252
APEX1	494.8135593220339	192.72881355932202	1.3603127597000393
APEX1	536.4705882352941	209.5359477124183	1.3563013059996452
APEX1	387.4070796460177	167.75221238938053	1.2075185251780727
APEX1	576.013698630137	298.54794520547944	0.9481404827149936
APEX1	456.05645161290323	159.25	1.5179190427444487
APEX1	481.0263157894737	176.71929824561403	1.4446562276617196
APEX1	426.776	153.64	1.4739251786555754
APEX1	782.5905511811023	218.35433070866142	1.8415865466257446
APEX1	412.6577540106952	173.05347593582889	1.2537278298381829
APEX1	512.9019607843137	180.62745098039215	1.5056659225901072
APEX1	362.9904761904762	168.63809523809525	1.1060012196295803
APEX1	463.9921875	168.921875	1.4577443481060794
APEX1	632.18	251.45333333333335	1.3300447157585316
APEX1	421.76666666666665	159.70833333333334	1.4010054873338909
APEX1	688.5548387096774	215.21290322580646	1.6778069816016798
APEX1	689.5546218487395	207.8403361344538	1.7301891676683148
APEX1	428.88034188034186	160.98290598290598	1.4136676867759235
APEX1	633.8783783783783	233.14864864864865	1.4429559907300549
APEX1	437.86821705426354	160.04651162790697	1.4520055023847174
APEX1	470.0314960629921	211.28346456692913	1.15357756900971
APEX1	520.4601769911504	177.10619469026548	1.5551731054422104
APEX1	434.99212598425197	218.9291338582677	0.9905253331951849
APEX1	456.5	176.29090909090908	1.3726567800359308
APEX1	592.1520467836257	240.42690058479533	1.300369340448542
APEX1	434.3937007874016	166.03937007874015	1.3874778187836505
APEX1	479.81081081081084	227.06306306306305	1.079372625751102
APEX1	647.6666666666666	218.73504273504273	1.566067127331919
APEX1	464.9626168224299	181.47663551401868	1.357330909428381
APEX1	477.71311475409834	198.91803278688525	1.2639704152543008
APEX1	493.1909090909091	206.8181818181818	1.25378318545766
APEX1	547.3412698412699	186.81746031746033	1.5508113422793173
APEX1	725.4254385964912	290.7456140350877	1.3190699089124893
APEX1	400.1502590673575	173.65284974093265	1.204335756912291
APEX1	459.0943396226415	178.33018867924528	1.364239693835985
APEX1	578.1794871794872	196.74358974358975	1.5552007944416926
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
APEX1	nan	nan	nan
PIM2	372.35	270.1111111111111	0.4631063707385154
PIM2	579.3675213675214	412.61538461538464	0.48968119717238
PIM2	381.96268656716416	257.05970149253733	0.5713282494021178
PIM2	321.05454545454546	221.56363636363636	0.535097302644242
PIM2	495.7891156462585	359.9387755102041	0.46197507003932486
PIM2	370.37404580152673	208.6946564885496	0.827589342800539
PIM2	335.455	273.245	0.2959241505614514
PIM2	379.9495798319328	260.8067226890756	0.5428269246626263
PIM2	401.682119205298	281.50331125827813	0.5129023490546105
PIM2	384.05056179775283	285.02247191011236	0.43022059046618644
PIM2	378.2105263157895	335.5986842105263	0.17245245740263115
PIM2	394.9767441860465	255.04651162790697	0.6310073428698847
PIM2	409.47286821705427	277.7906976744186	0.559769572802863
PIM2	355.79545454545456	238.24242424242425	0.5786177403230944
PIM2	370.5042016806723	208.7731092436975	0.8275540040564036
PIM2	475.4609929078014	304.2482269503546	0.6440781309594316
PIM2	329.2416666666667	254.93333333333334	0.3690269027413196
PIM2	361.89908256880733	200.90825688073394	0.8490505935810293
PIM2	486.29801324503313	328.50331125827813	0.5659327847593139
PIM2	542.3333333333334	317.75308641975306	0.7712737065999256
PIM2	443.44827586206895	379.15862068965515	0.225964312378671
PIM2	322.5785714285714	319.97857142857146	0.011675312055019588
PIM2	316.18461538461537	234.8153846153846	0.42924023817603413
PIM2	359.5060975609756	330.4817073170732	0.12144582183406379
PIM2	344.5882352941176	240.94117647058823	0.5161924778793668
PIM2	329.45185185185187	234.17037037037036	0.49250909332985976
PIM2	581.5169491525423	355.83898305084745	0.708596671630598
PIM2	576.8136645962733	292.8198757763975	0.9780918591680807
PIM2	303.31538461538463	232.13846153846154	0.38583310208430077
PIM2	464.0451612903226	296.8	0.6447741245990113
PIM2	568.7118644067797	249.42372881355934	1.189099180119077
PIM2	434.4742857142857	321.66857142857145	0.43369580929892637
PIM2	392.49242424242425	392.280303030303	0.0007799104571610684
PIM2	329.5284552845528	237.97560975609755	0.4695893309833621
PIM2	482.49162011173183	280.6145251396648	0.7819141984289364
PIM2	366.16129032258067	261.98387096774195	0.48300128599734715
PIM2	381.0070921985816	251.68794326241135	0.5981817448078128
PIM2	440.70068027210885	328.16326530612247	0.42538537140618043
PIM2	452.24	317.33714285714285	0.5110722101296633
PIM2	518.1078431372549	281.8186274509804	0.8784854502793089
PIM2	580.2138364779875	288.74213836477986	1.0068030336491007
PIM2	339.49612403100775	226.6046511627907	0.5832176301327973
PIM2	387.5031055900621	298.2919254658385	0.3774829471622302
PIM2	363.3015873015873	230.97619047619048	0.6534235258587026
PIM2	313.34722222222223	312.4791666666667	0.0040021970009116396
